
Integration time [ms]:   2.000
Averaging Nr. [scans]: 30
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1601059U1
Wave   ;Sample   ;Dark     ;Reference;Transmittance
[nm]   ;[counts] ;[counts] ;[counts] ;[%]

 490.35;   30.054;  -11.294; 8918.863; 0.46301
 490.94;   26.778;  -14.922; 8926.017; 0.46639
 491.53;   19.354;   -9.293; 8917.279; 0.32092
 492.12;   22.318;  -19.192; 9215.367; 0.44951
 492.70;   21.318;  -22.626; 9364.556; 0.46812
 493.29;   18.852;   -5.059; 9234.850; 0.25878
 493.88;   20.518;  -14.059; 9438.022; 0.36582
 494.47;   18.816;   -9.625; 9582.590; 0.29650
 495.06;    9.819;  -16.660; 9657.718; 0.27370
 495.65;   14.818;  -18.959; 9674.048; 0.34847
 496.24;   15.618;  -12.059; 9879.459; 0.27980
 496.82;   12.884;  -12.159; 9910.372; 0.25238
 497.41;   20.688;   -8.594;10065.971; 0.29065
 498.00;   20.447;  -18.590;10138.841; 0.38432
 498.59;   17.453;  -18.593;10355.975; 0.34744
 499.18;    8.182;  -15.924;10312.795; 0.23339
 499.77;    7.083;  -15.425;10401.648; 0.21607
 500.35;    5.982;  -11.524;10528.389; 0.16609
 500.94;    2.620;  -15.893;10647.241; 0.17362
 501.53;   -6.680;  -13.560;10862.340; 0.06326
 502.12;   -0.582;  -19.726;10847.879; 0.17615
 502.71;   -3.418;  -10.791;10979.423; 0.06709
 503.29;   -2.415;  -20.026;11148.654; 0.15768
 503.88;    1.548;   -7.424;11321.461; 0.07920
 504.47;   -6.581;  -13.593;11289.720; 0.06203
 505.06;   -7.188;  -12.456;11314.626; 0.04651
 505.65;   -6.848;  -16.126;11641.321; 0.07959
 506.23;  -12.149;  -10.659;11799.295;-0.01262
 506.82;   -8.848;  -13.893;12045.121; 0.04183
 507.41;   -7.012;   -6.560;12135.371;-0.00372
 508.00;   -8.147;  -13.493;12054.341; 0.04430
 508.58;  -10.082;  -13.393;12387.863; 0.02670
 509.17;  -13.648;  -17.593;12621.107; 0.03121
 509.76;   -6.715;  -15.993;12598.976; 0.07355
 510.35;  -10.379;  -14.460;12867.499; 0.03168
 510.93;   -4.080;  -17.626;13012.786; 0.10396
 511.52;   -6.482;   -8.392;13331.918; 0.01432
 512.11;    4.052;  -16.560;13419.756; 0.15340
 512.70;  -10.948;  -16.593;13588.561; 0.04149
 513.28;   -9.116;  -14.358;13713.389; 0.03819
 513.87;   -7.546;  -15.594;13980.343; 0.05750
 514.46;   -6.880;  -10.160;14183.543; 0.02311
 515.05;  -11.611;  -21.361;14348.393; 0.06785
 515.63;   -9.685;  -11.191;14616.682; 0.01029
 516.22;   -9.585;  -17.424;14671.582; 0.05337
 516.81;  -10.516;  -10.925;14787.109; 0.00276
 517.39;  -11.547;  -13.693;14842.702; 0.01444
 517.98;  -11.478;   -8.928;15017.253;-0.01698
 518.57;   -8.179;  -16.660;15339.966; 0.05523
 519.16;   -8.948;  -11.293;15457.843; 0.01516
 519.74;   -9.043;  -15.062;15800.913; 0.03805
 520.33;  -12.216;  -15.325;15701.871; 0.01978
 520.92;   -8.514;   -8.726;15894.254; 0.00133
 521.50;  -13.146;  -12.394;16147.001;-0.00466
 522.09;   -6.481;  -10.726;16420.072; 0.02583
 522.68;   -8.616;  -14.192;16380.698; 0.03401
 523.26;  -13.545;  -16.361;16667.613; 0.01688
 523.85;  -10.011;   -9.861;16856.889;-0.00089
 524.44;   -9.216;  -10.892;16967.907; 0.00987
 525.03;  -12.550;  -16.058;17137.240; 0.02045
 525.61;   -9.981;  -22.793;17231.592; 0.07425
 526.20;  -16.549;  -13.059;17341.105;-0.02011
 526.79;   -8.311;  -19.728;17481.199; 0.06524
 527.37;   -7.915;  -13.992;17609.539; 0.03448
 527.96;  -13.611;  -10.361;17704.238;-0.01834
 528.54;  -10.314;  -13.560;17994.370; 0.01802
 529.13;  -10.212;  -14.094;17913.151; 0.02165
 529.72;  -11.416;  -14.859;17972.470; 0.01914
 530.30;  -14.713;  -12.393;18108.541;-0.01280
 530.89;  -15.215;  -13.659;18145.149;-0.00857
 531.48;  -16.778;  -20.561;18037.035; 0.02095
 532.06;  -10.312;  -18.961;18154.347; 0.04759
 532.65;  -14.880;  -19.693;18357.506; 0.02619
 533.24;  -13.946;  -14.027;18417.396; 0.00044
 533.82;   -9.947;  -21.193;18442.084; 0.06092
 534.41;  -16.346;  -12.827;18318.033;-0.01920
 534.99;  -10.916;  -13.626;18343.769; 0.01476
 535.58;   -9.479;  -13.027;18690.427; 0.01897
 536.17;   -8.913;  -18.794;18521.112; 0.05330
 536.75;   -7.384;   -9.091;18501.498; 0.00923
 537.34;  -14.375;  -13.996;18854.514;-0.00201
 537.92;  -12.315;  -13.792;18893.298; 0.00781
 538.51;   -6.412;  -11.694;18745.273; 0.02816
 539.10;  -16.781;  -17.660;18909.468; 0.00464
 539.68;  -11.346;  -13.560;18819.422; 0.01176
 540.27;  -13.910;  -10.228;18759.651;-0.01961
 540.85;  -16.446;  -26.727;19234.482; 0.05337
 541.44;  -14.178;  -17.595;19124.578; 0.01785
 542.03;   -6.147;   -8.927;19171.452; 0.01450
 542.61;   -4.650;  -13.192;19432.770; 0.04393
 543.20;   -7.577;  -10.261;19633.258; 0.01366
 543.78;  -12.914;   -7.527;19680.077;-0.02736
 544.37;   -8.608;  -16.529;20119.550; 0.03934
 544.95;  -10.046;  -18.194;20262.549; 0.04017
 545.54;  -13.979;  -11.727;20244.876;-0.01111
 546.12;  -10.479;   -9.627;20581.821;-0.00414
 546.71;   -8.945;  -13.661;20809.805; 0.02265
 547.30;  -11.980;   -6.427;20963.475;-0.02648
 547.88;  -15.144;  -14.361;21280.311;-0.00368
 548.47;   -9.712;  -12.927;21708.990; 0.01480
 549.05;   -8.680;  -13.793;22038.278; 0.02319
 549.64;  -12.650;  -14.425;22392.583; 0.00792
 550.22;  -14.280;  -21.793;22923.356; 0.03274
 550.81;  -12.715;  -15.892;23057.992; 0.01377
 551.39;  -16.547;  -15.026;23342.930;-0.00651
 551.98;   -8.846;  -17.693;23420.379; 0.03775
 552.56;  -18.678;  -13.661;24101.420;-0.02081
 553.15;  -15.214;   -8.360;24334.832;-0.02816
 553.73;   -8.043;  -20.228;24716.835; 0.04926
 554.32;  -10.346;  -13.727;25062.291; 0.01349
 554.90;  -14.612;  -16.260;25056.001; 0.00657
 555.49;   -4.913;  -13.427;25271.252; 0.03367
 556.07;  -20.244;  -11.361;25648.326;-0.03462
 556.66;  -13.212;  -10.094;26137.032;-0.01193
 557.24;  -12.014;  -17.226;26434.661; 0.01970
 557.83;  -11.783;  -19.292;26377.429; 0.02845
 558.41;  -14.444;  -17.695;26786.872; 0.01213
 559.00;  -19.312;  -15.661;26774.661;-0.01363
 559.58;  -15.345;  -13.227;27222.530;-0.00778
 560.17;   -9.978;  -15.794;27742.987; 0.02095
 560.75;   -9.446;  -14.294;28029.176; 0.01729
 561.34;  -16.147;  -15.027;28233.061;-0.00396
 561.92;  -10.483;  -16.525;28893.618; 0.02090
 562.50;  -14.213;  -25.760;28899.465; 0.03992
 563.09;  -12.214;  -13.826;29187.399; 0.00552
 563.67;  -13.816;  -14.725;29410.638; 0.00309
 564.26;   -9.413;  -15.627;29852.736; 0.02080
 564.84;   -9.616;  -12.059;30019.963; 0.00814
 565.43;  -10.809;  -16.062;30512.592; 0.01721
 566.01;  -14.044;  -18.961;30496.450; 0.01611
 566.60;  -12.849;  -17.225;30684.822; 0.01425
 567.18;  -10.512;  -20.094;31136.008; 0.03075
 567.76;  -11.314;  -18.060;31308.036; 0.02153
 568.35;  -11.914;  -10.760;31262.796;-0.00369
 568.93;  -11.413;  -21.660;31461.413; 0.03255
 569.52;  -13.649;  -16.992;31764.842; 0.01052
 570.10;  -10.280;  -21.960;32150.939; 0.03630
 570.68;  -14.113;  -14.427;31907.894; 0.00098
 571.27;  -17.478;  -15.894;31941.256;-0.00495
 571.85;  -19.409;  -19.262;32036.064;-0.00046
 572.44;  -17.878;  -17.961;32327.167; 0.00026
 573.02;  -13.184;  -22.458;32153.637; 0.02882
 573.60;  -17.178;  -23.194;32409.333; 0.01855
 574.19;   -9.312;  -13.027;32099.979; 0.01157
 574.77;  -16.212;  -24.294;32594.969; 0.02477
 575.36;  -10.817;  -15.892;32395.302; 0.01566
 575.94;  -15.982;  -16.826;32783.989; 0.00257
 576.52;  -12.780;  -10.693;32494.378;-0.00642
 577.11;  -13.381;  -18.426;33061.165; 0.01525
 577.69;  -15.046;  -20.594;32827.364; 0.01689
 578.27;   -8.577;   -9.628;32551.026; 0.00323
 578.86;  -10.813;  -16.294;32886.750; 0.01666
 579.44;  -20.012;   -8.327;33164.212;-0.03522
 580.02;  -15.548;  -14.193;32735.975;-0.00414
 580.61;  -12.448;  -19.059;33331.088; 0.01982
 581.19;  -10.512;  -14.561;33445.291; 0.01210
 581.77;  -16.746;  -19.460;33767.365; 0.00803
 582.36;  -13.049;  -17.026;33758.035; 0.01177
 582.94;  -11.081;  -10.293;33914.618;-0.00232
 583.52;   -6.210;  -13.128;34156.375; 0.02025
 584.11;   -9.814;  -18.793;33809.147; 0.02654
 584.69;   -9.515;  -14.859;34462.408; 0.01550
 585.27;  -15.212;  -14.827;34952.219;-0.00110
 585.86;   -9.278;  -14.127;34442.192; 0.01407
 586.44;  -16.145;  -13.828;34846.535;-0.00665
 587.02;  -16.549;  -16.359;34695.585;-0.00055
 587.61;  -15.947;  -16.860;35078.971; 0.00260
 588.19;   -9.412;  -16.394;35247.784; 0.01980
 588.77;   -9.775;  -19.496;35188.004; 0.02761
 589.36;  -12.614;  -19.626;35254.158; 0.01988
 589.94;  -12.679;  -15.694;35233.074; 0.00855
 590.52;  -10.247;  -17.060;35594.407; 0.01913
 591.10;  -13.313;  -17.093;35688.577; 0.01059
 591.69;  -15.747;  -15.626;35831.069;-0.00034
 592.27;   -6.814;  -17.093;35812.939; 0.02869
 592.85;  -17.682;   -9.459;35612.497;-0.02308
 593.43;  -17.344;  -15.861;35722.843;-0.00415
 594.02;  -12.213;  -19.527;35938.736; 0.02034
 594.60;  -13.447;  -19.027;36382.772; 0.01533
 595.18;  -12.181;  -17.393;35958.722; 0.01449
 595.76;  -15.143;  -18.762;36358.818; 0.00995
 596.35;  -11.316;  -18.025;36382.474; 0.01843
 596.93;  -15.880;  -16.327;36551.138; 0.00122
 597.51;  -14.278;  -21.461;36563.691; 0.01963
 598.09;  -11.245;  -17.994;36946.931; 0.01826
 598.68;  -12.513;  -10.827;36984.325;-0.00456
 599.26;  -12.745;  -19.394;37204.088; 0.01786
 599.84;  -11.714;  -15.226;37603.360; 0.00934
 600.42;  -12.779;  -13.094;37766.623; 0.00083
 601.01;  -15.981;  -16.193;37594.443; 0.00056
 601.59;  -15.215;  -16.693;37941.160; 0.00389
 602.17;  -14.845;  -22.128;38057.260; 0.01913
 602.75;  -13.777;  -16.795;38243.681; 0.00789
 603.33;  -15.451;  -16.925;38020.581; 0.00387
 603.92;  -16.548;  -15.160;38433.515;-0.00361
 604.50;  -13.447;  -13.627;38645.698; 0.00047
 605.08;  -12.210;  -16.528;38642.120; 0.01117
 605.66;  -13.614;  -17.926;39060.884; 0.01103
 606.24;  -15.646;  -18.727;39324.694; 0.00783
 606.83;  -12.780;  -16.327;39411.877; 0.00899
 607.41;  -13.748;  -21.459;39729.125; 0.01940
 607.99;  -16.613;  -15.627;39850.486;-0.00247
 608.57;  -13.779;  -20.594;39940.612; 0.01705
 609.15;  -13.717;  -11.558;40008.249;-0.00540
 609.73;  -21.216;  -15.559;39714.907;-0.01424
 610.32;   -6.716;   -7.059;39875.836; 0.00086
 610.90;  -14.847;  -14.927;40095.739; 0.00020
 611.48;  -16.478;  -15.594;39964.157;-0.00221
 612.06;  -18.780;  -14.493;40048.780;-0.01070
 612.64;  -13.315;  -11.993;39931.373;-0.00331
 613.22;  -13.773;  -12.364;39925.275;-0.00353
 613.80;  -11.614;  -20.626;39652.819; 0.02272
 614.39;  -11.277;  -23.428;39399.423; 0.03082
 614.97;  -14.911;   -8.594;39524.639;-0.01598
 615.55;  -10.043;  -25.362;38912.963; 0.03934
 616.13;  -15.343;  -20.595;39316.933; 0.01335
 616.71;  -17.675;  -12.662;38721.568;-0.01294
 617.29;  -12.176;  -19.995;37755.073; 0.02070
 617.87;  -14.009;  -19.829;38085.550; 0.01527
 618.45;  -15.313;  -14.527;37846.626;-0.00208
 619.04;  -20.778;  -17.528;37289.444;-0.00871
 619.62;  -18.350;  -20.025;37943.174; 0.00441
 620.20;  -13.309;  -17.895;38391.534; 0.01194
 620.78;  -14.876;  -15.129;38194.062; 0.00066
 621.36;  -16.378;  -25.428;37743.645; 0.02396
 621.94;  -18.549;  -10.326;37734.841;-0.02178
 622.52;  -17.585;  -13.957;37595.721;-0.00965
 623.10;  -13.123;  -20.288;39101.461; 0.01832
 623.68;  -15.250;  -23.858;40315.717; 0.02134
 624.26;  -13.518;  -16.058;40160.547; 0.00632
 624.84;  -10.446;  -16.061;41075.391; 0.01366
 625.42;  -14.585;  -18.224;41116.511; 0.00885
 626.01;  -13.284;  -19.791;40765.194; 0.01595
 626.59;  -11.826;  -12.420;40812.406; 0.00145
 627.17;  -14.088;  -13.189;41450.075;-0.00217
 627.75;  -20.116;  -21.125;40866.620; 0.00247
 628.33;  -17.947;  -19.827;41393.566; 0.00454
 628.91;  -22.849;  -18.992;41286.740;-0.00934
 629.49;  -18.550;  -20.491;41599.991; 0.00466
 630.07;  -17.317;  -15.925;41647.144;-0.00334
 630.65;  -11.249;  -24.592;42342.638; 0.03149
 631.23;  -13.149;  -19.025;42250.062; 0.01390
 631.81;  -19.449;  -17.959;41766.984;-0.00357
 632.39;  -13.249;  -17.692;41808.152; 0.01062
 632.97;  -12.914;  -16.793;42447.446; 0.00913
 633.55;  -14.079;  -12.960;42650.208;-0.00262
 634.13;  -16.484;  -23.291;42300.975; 0.01608
 634.71;  -14.350;  -14.392;41851.783; 0.00010
 635.29;  -16.015;  -19.192;42251.866; 0.00752
 635.87;  -14.319;  -14.157;42058.198;-0.00038
 636.45;  -14.216;  -18.025;42439.037; 0.00897
 637.03;  -19.581;  -18.860;42233.412;-0.00171
 637.61;  -18.649;  -21.192;42312.641; 0.00601
 638.19;  -20.517;  -20.525;42352.100; 0.00002
 638.77;  -13.950;  -14.625;42526.655; 0.00159
 639.35;  -22.150;  -12.925;42749.848;-0.02157
 639.93;  -19.084;  -20.458;42760.915; 0.00321
 640.51;  -10.883;  -19.292;42407.614; 0.01982
 641.09;  -11.516;  -15.758;42337.156; 0.01002
 641.67;  -16.750;  -18.025;42697.665; 0.00299
 642.25;  -10.350;  -19.058;42378.574; 0.02054
 642.83;  -21.083;  -13.725;42262.249;-0.01740
 643.41;  -13.450;  -22.292;42573.092; 0.02076
 643.99;  -14.650;  -10.359;42090.967;-0.01019
 644.57;  -17.250;  -16.459;42706.243;-0.00185
 645.14;  -13.316;  -22.725;42833.385; 0.02195
 645.72;  -12.349;  -23.725;42601.360; 0.02669
 646.30;  -17.749;  -22.959;42762.302; 0.01218
 646.88;  -13.149;  -22.025;42923.778; 0.02067
 647.46;  -17.149;  -23.959;43489.953; 0.01565
 648.04;  -19.316;  -14.392;43324.629;-0.01136
 648.62;  -12.949;  -14.492;43397.771; 0.00355
 649.20;  -15.583;  -13.725;43504.613;-0.00427
 649.78;  -16.283;  -19.292;43756.289; 0.00687
 650.36;  -21.983;  -17.792;43741.864;-0.00958
 650.94;  -22.016;  -16.859;43478.506;-0.01186
 651.52;  -21.216;  -20.859;43509.949;-0.00082
 652.09;  -17.482;  -16.292;43668.791;-0.00272
 652.67;  -18.816;  -17.825;43952.599;-0.00225
 653.25;  -16.849;  -19.626;43855.508; 0.00633
 653.83;  -14.549;  -17.192;43908.217; 0.00602
 654.41;  -10.916;  -18.192;44369.826; 0.01639
 654.99;  -18.049;  -13.592;44339.635;-0.01005
 655.57;  -10.149;  -21.592;43947.677; 0.02603
 656.15;  -25.482;  -19.492;44395.786;-0.01349
 656.72;  -11.149;  -13.192;44622.261; 0.00458
 657.30;  -13.815;  -11.226;45003.703;-0.00575
 657.88;  -20.915;  -16.792;45301.112;-0.00910
 658.46;  -23.149;  -17.726;45954.188;-0.01180
 659.04;  -12.882;  -19.459;46757.963; 0.01406
 659.62;  -18.349;  -19.792;47318.072; 0.00305
 660.20;  -10.648;  -21.992;48108.448; 0.02357
 660.77;  -16.615;  -10.059;48575.690;-0.01349
 661.35;  -19.582;  -14.292;48747.932;-0.01085
 661.93;  -18.482;  -17.059;49201.241;-0.00289
 662.51;  -18.148;  -19.593;49413.283; 0.00292
 663.09;  -19.748;  -20.126;49511.025; 0.00076
 663.67;  -17.682;  -18.359;49707.867; 0.00136
 664.24;  -16.648;  -16.593;49727.943;-0.00011
 664.82;  -18.748;  -15.193;49376.385;-0.00720
 665.40;  -21.448;  -21.326;49619.994;-0.00025
 665.98;  -15.815;  -21.793;49929.369; 0.01197
 666.56;  -21.515;  -16.526;49713.811;-0.01003
 667.13;  -15.748;  -15.926;49883.920; 0.00036
 667.71;  -18.915;  -16.993;49407.929;-0.00389
 668.29;  -24.315;  -14.493;47775.571;-0.02055
 668.87;  -20.815;  -16.926;46509.113;-0.00836
 669.44;  -21.548;  -18.959;47190.089;-0.00548
 670.02;  -11.181;  -19.126;47287.331; 0.01679
 670.60;  -16.214;  -15.659;46567.406;-0.00119
 671.18;  -17.114;  -19.959;46738.049; 0.00608
 671.76;  -15.314;  -18.593;47541.357; 0.00689
 672.33;  -21.014;  -22.760;47444.300; 0.00368
 672.91;  -20.814;  -17.760;47706.775;-0.00640
 673.49;  -15.781;  -18.693;47032.484; 0.00619
 674.07;  -13.481;  -17.860;47080.593; 0.00930
 674.64;  -12.081;  -19.760;46828.368; 0.01639
 675.22;  -17.914;  -17.893;47442.610;-0.00004
 675.80;  -19.214;  -22.593;47305.619; 0.00714
 676.38;  -10.247;  -21.993;47750.061; 0.02459
 676.95;  -20.747;  -21.826;47874.004; 0.00225
 677.53;  -24.714;  -22.960;47272.079;-0.00371
 678.11;  -20.281;  -24.926;48312.221; 0.00961
 678.68;  -18.814;  -27.493;48262.430; 0.01797
 679.26;  -19.147;  -17.026;48698.272;-0.00435
 679.84;  -16.814;  -17.293;48996.481; 0.00098
 680.42;  -17.080;  -19.426;48764.757; 0.00481
 680.99;  -15.780;  -19.793;48656.532; 0.00824
 681.57;  -15.580;  -22.827;49094.741; 0.01475
 682.15;  -17.214;  -16.527;49244.283;-0.00139
 682.72;  -16.580;  -20.793;49037.459; 0.00859
 683.30;  -18.447;  -14.493;49167.901;-0.00804
 683.88;  -17.013;  -24.427;49474.810; 0.01498
 684.45;  -20.713;  -20.293;49458.785;-0.00085
 685.03;  -17.713;  -15.593;49318.294;-0.00430
 685.61;  -13.547;  -16.093;48442.969; 0.00526
 686.18;  -17.847;  -20.393;48505.545; 0.00525
 686.76;  -18.513;  -19.527;48717.620; 0.00208
 687.34;  -16.580;  -17.627;48238.696; 0.00217
 687.91;  -19.513;  -17.560;48491.405;-0.00403
 688.49;  -17.713;  -20.560;47929.480; 0.00594
 689.07;  -16.880;  -15.127;47347.389;-0.00370
 689.64;  -18.213;  -19.693;47545.464; 0.00311
 690.22;  -16.613;  -16.460;48093.640;-0.00032
 690.80;  -13.346;  -21.360;47082.115; 0.01701
 691.37;  -12.846;  -14.760;46635.958; 0.00410
 691.95;  -15.013;  -21.760;46455.300; 0.01452
 692.53;  -18.113;  -10.127;46375.675;-0.01722
 693.10;   -8.380;  -19.160;45739.451; 0.02356
 693.68;  -12.346;  -17.327;44955.093; 0.01108
 694.25;  -17.479;  -18.227;45753.668; 0.00163
 694.83;  -22.979;  -20.594;45171.111;-0.00528
 695.41;  -18.513;  -16.894;44951.753;-0.00360
 695.98;  -19.913;   -9.227;45105.095;-0.02369
 696.56;  -24.313;  -19.727;44915.904;-0.01020
 697.13;  -15.846;  -15.727;44360.879;-0.00027
 697.71;  -15.646;  -20.327;43915.455; 0.01065
 698.29;  -13.579;   -3.627;44072.797;-0.02258
 698.86;  -17.046;  -20.594;42989.172; 0.00825
 699.44;  -16.512;  -17.294;43859.515; 0.00178
 700.01;  -20.279;  -21.827;43361.290; 0.00357
 700.59;  -22.312;  -25.794;42969.932; 0.00810
 701.16;  -18.379;  -17.527;42997.974;-0.00198
 701.74;  -13.346;  -18.261;42786.450; 0.01148
 702.32;  -14.412;  -17.094;42432.659; 0.00632
 702.89;  -19.279;  -24.394;42521.867; 0.01202
 703.47;  -13.912;  -24.594;42980.076; 0.02484
 704.04;  -16.479;  -17.027;41915.152; 0.00131
 704.62;  -21.379;  -17.127;41482.894;-0.01024
 705.19;  -13.079;  -17.194;41862.103; 0.00983
 705.77;  -13.912;  -16.894;41436.945; 0.00719
 706.34;  -16.379;  -22.394;41370.154; 0.01453
 706.92;  -13.879;  -21.194;41380.329; 0.01767
 707.49;  -18.912;  -14.127;40856.038;-0.01171
 708.07;  -16.012;  -20.727;41062.947; 0.01148
 708.64;  -18.678;  -18.561;40323.756;-0.00029
 709.22;  -18.512;  -18.027;40177.765;-0.00120
 709.79;  -20.578;  -16.661;40997.007;-0.00955
 710.37;  -18.112;  -19.128;40515.882; 0.00251
 710.94;  -17.178;  -18.461;40159.124; 0.00319
 711.52;  -23.512;  -21.294;39615.767;-0.00559
 712.09;  -19.312;  -20.328;39483.175; 0.00257
 712.67;  -18.478;  -21.561;39786.918; 0.00774
 713.24;  -14.778;  -14.561;38923.760;-0.00056
 713.82;  -20.845;  -21.194;38725.369; 0.00090
 714.39;  -16.111;  -15.794;39360.711;-0.00081
 714.97;  -15.278;  -15.994;39293.986; 0.00182
 715.54;  -12.478;  -25.694;38662.395; 0.03416
 716.12;  -16.945;  -22.694;38621.437; 0.01488
 716.69;  -17.911;  -24.894;38636.879; 0.01806
 717.27;  -13.744;  -28.028;38402.388; 0.03717
 717.84;  -17.278;  -24.561;38241.164; 0.01903
 718.42;  -21.278;  -24.494;38665.839; 0.00831
 718.99;  -20.778;  -15.894;37838.281;-0.01290
 719.57;  -16.711;  -16.295;37181.490;-0.00112
 720.14;  -13.711;  -17.661;37468.666; 0.01054
 720.71;  -14.678;  -13.561;36770.474;-0.00303
 721.29;  -20.044;  -14.328;37187.950;-0.01537
 721.86;  -15.244;  -19.061;37017.959; 0.01031
 722.44;  -14.744;  -12.828;36714.934;-0.00522
 723.01;  -17.211;  -21.195;36884.310; 0.01079
 723.59;  -13.111;  -18.061;36470.119; 0.01357
 724.16;  -15.977;  -30.328;35518.694; 0.04037
 724.73;  -11.777;  -20.228;35547.336; 0.02376
 725.31;  -16.677;  -16.195;35497.612;-0.00136
 725.88;  -17.444;  -17.828;35922.187; 0.00107
 726.46;  -14.444;  -22.561;35889.096; 0.02260
 727.03;   -8.344;  -17.795;35461.338; 0.02664
 727.60;  -22.210;  -26.128;35409.747; 0.01106
 728.18;  -19.877;  -21.195;35085.056; 0.00375
 728.75;  -16.677;  -19.661;34542.931; 0.00863
 729.32;  -16.277;  -20.595;34219.474; 0.01261
 729.90;  -17.444;  -18.828;34112.282; 0.00406
 730.47;  -21.244;  -15.695;33692.991;-0.01646
 731.05;  -20.210;  -16.828;33669.467;-0.01004
 731.62;  -19.077;  -24.628;33692.909; 0.01646
 732.19;  -13.877;  -20.495;33068.051; 0.02000
 732.77;  -16.810;  -25.795;32970.060; 0.02723
 733.34;  -16.877;  -18.228;33155.802; 0.00407
 733.91;  -20.843;  -22.528;32882.777; 0.00512
 734.49;  -14.577;  -17.295;32368.920; 0.00839
 735.06;  -19.643;  -22.228;32171.728; 0.00803
 735.63;  -14.943;  -27.162;32245.471; 0.03786
 736.21;  -22.976;  -14.428;31694.246;-0.02696
 736.78;  -16.010;  -23.462;31569.288; 0.02359
 737.35;  -19.410;  -11.728;31259.464;-0.02456
 737.93;  -20.076;  -14.428;31083.973;-0.01816
 738.50;  -18.043;  -13.062;31056.281;-0.01603
 739.07;   -9.110;  -20.162;30949.057; 0.03569
 739.64;  -13.243;  -17.895;29758.532; 0.01562
 740.22;  -20.543;  -17.195;29551.075;-0.01132
 740.79;  -15.876;  -19.795;29451.717; 0.01330
 741.36;  -20.243;  -21.762;29131.859; 0.00521
 741.94;  -21.243;  -17.895;29100.234;-0.01150
 742.51;  -22.943;  -21.395;28742.510;-0.00538
 743.08;  -18.476;  -25.862;28030.585; 0.02633
 743.65;  -16.976;  -19.729;27741.294; 0.00992
 744.23;  -20.009;  -18.362;27395.303;-0.00601
 744.80;  -15.343;  -20.695;27148.312; 0.01970
 745.37;  -12.843;  -21.262;27274.154; 0.03085
 745.95;  -18.376;  -19.362;26902.830; 0.00366
 746.52;  -18.826;  -17.779;26312.788;-0.00398
 747.09;  -19.276;  -16.195;25722.747;-0.01197
 747.66;  -10.876;  -20.695;25596.589; 0.03833
 748.23;  -17.342;  -22.596;25620.732; 0.02049
 748.81;  -17.376;  -18.229;25396.540; 0.00336
 749.38;  -22.542;  -18.062;24694.482;-0.01813
 749.95;  -18.709;  -22.329;24228.091; 0.01493
 750.52;  -18.542;  -23.962;23846.733; 0.02271
 751.10;  -20.942;  -22.229;23866.109; 0.00539
 751.67;  -15.675;  -22.662;23444.751; 0.02977
 752.24;  -15.342;  -18.562;22995.293; 0.01399
 752.81;  -20.542;  -17.029;22773.902;-0.01541
 753.38;  -19.342;  -16.596;22239.744;-0.01234
 753.96;  -18.175;  -22.962;21907.053; 0.02183
 754.53;  -20.409;  -18.996;21510.262;-0.00656
 755.10;  -20.909;  -27.296;21651.537; 0.02946
 755.67;  -13.608;  -25.662;20541.513; 0.05861
 756.24;  -33.375;  -22.196;20298.488;-0.05501
 756.82;  -11.908;  -17.729;20210.264; 0.02878
 757.39;  -20.508;  -27.462;19779.706; 0.03511
 757.96;  -22.908;  -23.429;19225.748; 0.00271
 758.53;  -20.675;  -22.029;18955.124; 0.00714
 759.10;  -17.775;  -17.596;18926.633;-0.00094
 759.67;  -25.742;  -25.963;18519.875; 0.00119
 760.25;  -19.741;  -19.896;18328.550; 0.00084
 760.82;  -19.841;  -20.163;17885.926; 0.00179
 761.39;  -17.941;  -22.196;17785.068; 0.02389
 761.96;  -16.441;  -26.129;16883.943; 0.05729
 762.53;  -17.941;  -15.629;16820.586;-0.01373
 763.10;  -15.608;  -16.429;16255.661; 0.00505
 763.67;  -16.308;  -27.729;16031.137; 0.07112
 764.25;  -15.008;  -24.296;15629.345; 0.05934
 764.82;  -22.374;  -21.563;15274.087;-0.00531
 765.39;  -23.974;  -20.829;15376.896;-0.02043
 765.96;  -22.041;  -17.896;15187.138;-0.02726
 766.53;  -18.874;  -25.163;14719.081; 0.04265
 767.10;  -20.508;  -22.796;14265.456; 0.01602
 767.67;  -22.741;  -20.796;14010.398;-0.01386
 768.24;  -21.541;  -19.730;13758.840;-0.01315
 768.81;  -13.408;  -29.163;13586.516; 0.11571
 769.39;  -16.507;  -23.330;13259.791; 0.05136
 769.96;  -19.007;  -14.630;12911.434;-0.03387
 770.53;  -15.707;  -21.463;12557.542; 0.04576
 771.10;  -22.141;  -24.463;12222.918; 0.01896
 771.67;  -25.441;  -22.630;12310.160;-0.02279
 772.24;  -19.674;  -22.763;11886.002; 0.02594
 772.81;  -20.774;  -23.096;11521.744; 0.02012
 773.38;  -19.774;  -23.196;11408.053; 0.02994
 773.95;  -19.441;  -22.930;11087.662; 0.03140
 774.52;  -19.807;  -21.663;10985.838; 0.01686
 775.09;  -23.807;  -23.430;10595.680;-0.00355
 775.66;  -21.907;  -26.263;10504.789; 0.04136
 776.23;  -19.840;  -23.830;10269.764; 0.03876
 776.80;  -30.907;  -24.563; 9996.106;-0.06331
